Unnamed: 0,Unnamed: 0.1,Instances,Entity1ID,Entity2ID,Entity Pair,LabelInput,Pairs,Reverse,detail,label_index,means,word_x,positionInSentence_x,wordsInSentence_x,wordLen_x,relativePosition_x,posTag01_x,posTag02_x,posTag03_x,posTag04_x,posTag05_x,posTag06_x,posTag07_x,posTag08_x,posTag09_x,posTag10_x,posTag11_x,posTag12_x,lastLetterInt_x,firstLetterInt_x,word_y,positionInSentence_y,wordsInSentence_y,wordLen_y,relativePosition_y,posTag01_y,posTag02_y,posTag03_y,posTag04_y,posTag05_y,posTag06_y,posTag07_y,posTag08_y,posTag09_y,posTag10_y,posTag11_y,posTag12_y,lastLetterInt_y,firstLetterInt_y
177,177,"['error-correction', 'rules', 'for', 'Thai', 'key', 'prediction']",H01-1070.2,H01-1070.3,"(H01-1070.2,H01-1070.3)",1,"['H01-1070.2', 'H01-1070.3']",False,USAGE,1,-0.003843412546011117,error-correction rules,9.0,14.0,22.0,0.7142857142857143,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,101.0,Thai key prediction,11.0,14.0,19.0,0.8571428571428571,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,110.0,84.0
182,182,"['mutual', 'information', 'to', 'reduce', 'the', 'error-correction', 'rules']",H01-1070.6,H01-1070.7,"(H01-1070.6,H01-1070.7)",1,"['H01-1070.6', 'H01-1070.7']",False,USAGE,1,-0.0036663259623886703,mutual information,6.0,11.0,18.0,0.6363636363636364,6.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,110.0,109.0,error-correction rules,10.0,11.0,22.0,1.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,101.0
183,183,"['accuracy', 'in', 'both', 'language', 'identification']",H01-1070.8,H01-1070.9,"(H01-1070.8,H01-1070.9)",1,"['H01-1070.8', 'H01-1070.9']",True,RESULT,5,-0.0027137792323316838,accuracy,6.0,12.0,8.0,0.5833333333333334,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,121.0,97.0,language identification,9.0,12.0,23.0,0.8333333333333334,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,110.0,108.0
202,202,"['sentence', 'plans', 'for', 'a', 'given', 'text-plan', 'input']",N01-1003.12,N01-1003.13,"(N01-1003.12,N01-1003.13)",1,"['N01-1003.12', 'N01-1003.13']",False,MODEL-FEATURE,2,-0.002752484666804472,sentence plans,12.0,17.0,14.0,0.7647058823529411,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,115.0,text-plan input,16.0,17.0,15.0,1.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,116.0,116.0
208,208,"['ranking', 'rules', 'automatically', 'learned', 'from', 'training', 'data']",N01-1003.18,N01-1003.19,"(N01-1003.18,N01-1003.19)",1,"['N01-1003.18', 'N01-1003.19']",True,USAGE,1,-0.002722804316303186,ranking rules,3.0,8.0,13.0,0.5,17.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,114.0,training data,7.0,8.0,13.0,1.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,97.0,116.0
211,211,"['sentence', 'plan', 'whose', 'rating', 'on', 'average', 'is', 'only', '5%', 'worse', 'than', 'the', 'top', 'human-ranked', 'sentence', 'plan']",N01-1003.21,N01-1003.22,"(N01-1003.21,N01-1003.22)",1,"['N01-1003.21', 'N01-1003.22']",False,COMPARE,4,-0.0027986813202882433,sentence plan,10.0,22.0,13.0,0.5,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,110.0,115.0,top human-ranked sentence plan,21.0,22.0,30.0,1.0,9.0,6.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,110.0,116.0
221,221,"['retrieval', 'performance', 'of', 'a', 'translation', 'memory', 'system']",P01-1004.4,P01-1004.5,"(P01-1004.4,P01-1004.5)",1,"['P01-1004.4', 'P01-1004.5']",True,RESULT,5,-0.002425528378100009,retrieval performance,15.0,19.0,21.0,0.8421052631578947,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,114.0,translation memory system,18.0,19.0,25.0,1.0,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,109.0,116.0
222,222,"['bag-of-words', 'and', 'segment', 'order-sensitive', 'string', 'comparison', 'methods', 'and', 'run', 'each', 'over', 'both', 'character-', 'and', 'word-segmented', 'data']",P01-1004.6,P01-1004.7,"(P01-1004.6,P01-1004.7)",1,"['P01-1004.6', 'P01-1004.7']",False,USAGE,1,-0.0018777904171175719,bag-of-words and segment order-sensitive string comparison methods,6.0,25.0,66.0,0.28,11.0,2.0,9.0,6.0,9.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,98.0,character- and word-segmented data,12.0,25.0,34.0,0.52,9.0,2.0,6.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,97.0,99.0
232,232,"['indexing', 'according', 'to', 'simple', 'character', 'bigrams']",P01-1004.11,P01-1004.12,"(P01-1004.11,P01-1004.12)",1,"['P01-1004.11', 'P01-1004.12']",True,USAGE,1,-0.0019036136712783421,indexing,7.0,22.0,8.0,0.3636363636363637,17.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,103.0,105.0,character bigrams,11.0,22.0,17.0,0.5454545454545454,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,99.0
241,241,"['bag-of-words', 'methods', 'are', 'shown', 'to', 'be', 'equivalent', 'to', 'segment', 'order-sensitive', 'methods']",P01-1004.16,P01-1004.17,"(P01-1004.16,P01-1004.17)",1,"['P01-1004.16', 'P01-1004.17']",False,COMPARE,4,-0.0024367152034551237,bag-of-words methods,4.0,19.0,20.0,0.2631578947368421,11.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,98.0,segment order-sensitive methods,11.0,19.0,31.0,0.631578947368421,9.0,6.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,115.0
244,244,"['range', 'concatenation', 'grammar', '[RCG]', 'formalism', 'has', 'revealed', 'many', 'attractive', 'properties', 'which', 'may', 'be', 'used', 'in', 'NLP']",P01-1007.1,P01-1007.2,"(P01-1007.1,P01-1007.2)",1,"['P01-1007.1', 'P01-1007.2']",False,USAGE,1,-0.002338494839435421,range concatenation grammar RCG formalism,5.0,17.0,41.0,0.35294117647058826,9.0,9.0,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,109.0,114.0,NLP,16.0,17.0,3.0,1.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,80.0,78.0
245,245,"['range', 'concatenation', 'languages', '[RCL]', 'can', 'be', 'parsed', 'in', 'polynomial', 'time']",P01-1007.3,P01-1007.4,"(P01-1007.3,P01-1007.4)",1,"['P01-1007.3', 'P01-1007.4']",True,MODEL-FEATURE,2,-0.0023483981106819122,range concatenation languages RCL,2.0,22.0,33.0,0.13636363636363635,9.0,9.0,11.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,76.0,114.0,polynomial time,7.0,22.0,15.0,0.3636363636363637,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,112.0
260,260,"['tree', 'adjoining', 'grammar', 'can', 'be', 'parsed', 'in', 'O(n6)', 'time']",P01-1007.10,P01-1007.11,"(P01-1007.10,P01-1007.11)",1,"['P01-1007.10', 'P01-1007.11']",True,MODEL-FEATURE,2,-0.002037577099270291,tree adjoining grammar,9.0,15.0,22.0,0.6666666666666666,9.0,17.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,114.0,116.0,On6 time,14.0,15.0,8.0,1.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,79.0
261,261,"['parsing', 'technique', 'whose', 'purpose', 'is', 'to', 'improve', 'the', 'practical', 'efficiency', 'of', 'RCL', 'parsers']",P01-1007.12,P01-1007.13,"(P01-1007.12,P01-1007.13)",1,"['P01-1007.12', 'P01-1007.13']",False,USAGE,1,-0.002877427632013956,parsing technique,6.0,17.0,17.0,0.4117647058823529,17.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,112.0,RCL parsers,16.0,17.0,11.0,1.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,82.0
277,277,"['guide', 'which', 'uses', 'the', 'shared', 'derivation', 'forest']",P01-1007.17,P01-1007.18,"(P01-1007.17,P01-1007.18)",1,"['P01-1007.17', 'P01-1007.18']",True,USAGE,1,-0.003031095509505391,guide,12.0,26.0,5.0,0.5,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,103.0,shared derivation forest,16.0,26.0,24.0,0.6538461538461539,18.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,116.0,115.0
282,282,"['RCL', 'parser', 'for', 'a', 'suitable', 'superset', 'of', 'L']",P01-1007.19,P01-1007.20,"(P01-1007.19,P01-1007.20)",1,"['P01-1007.19', 'P01-1007.20']",False,USAGE,1,-0.002514179901530345,RCL parser,21.0,26.0,10.0,0.8461538461538461,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,114.0,82.0,superset of L,25.0,26.0,13.0,1.0,9.0,5.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,76.0,115.0
283,283,"['paraphrasing', 'is', 'critical', 'both', 'for', 'interpretation', 'and', 'generation', 'of', 'natural', 'language']",P01-1008.1,P01-1008.2,"(P01-1008.1,P01-1008.2)",1,"['P01-1008.1', 'P01-1008.2']",False,USAGE,1,-0.00295021440568473,paraphrasing,1.0,17.0,12.0,0.1176470588235294,17.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,103.0,112.0,interpretation and generation of natural language,6.0,17.0,49.0,0.4117647058823529,9.0,2.0,9.0,5.0,6.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,105.0
286,286,"['unsupervised', 'learning', 'algorithm', 'for', 'identification', 'of', 'paraphrases']",P01-1008.4,P01-1008.5,"(P01-1008.4,P01-1008.5)",1,"['P01-1008.4', 'P01-1008.5']",False,USAGE,1,-0.003078626074553449,unsupervised learning algorithm,3.0,13.0,31.0,0.3076923076923077,6.0,17.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,109.0,117.0,identification of paraphrases,5.0,13.0,29.0,0.4615384615384616,9.0,5.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,105.0
294,294,"['formal', 'analysis', 'for', 'a', 'large', 'class', 'of', 'called', 'alternative', 'markers']",P01-1009.1,P01-1009.3,"(P01-1009.1,P01-1009.3)",1,"['P01-1009.1', 'P01-1009.3']",False,TOPIC,6,-0.0019365725534182066,formal analysis,4.0,19.0,15.0,0.2631578947368421,6.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,102.0,alternative markers,12.0,19.0,19.0,0.6842105263157895,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,97.0
319,319,"['performance', 'of', 'a', 'can', 'be', 'improved', 'dramatically', 'by', 'incorporating', 'an', 'approximation', 'of', 'the', 'formal', 'analysis']",P01-1009.12,P01-1009.14,"(P01-1009.12,P01-1009.14)",1,"['P01-1009.12', 'P01-1009.14']",True,RESULT,5,-0.001977937396045203,performance,4.0,27.0,11.0,0.1851851851851852,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,112.0,formal analysis,18.0,27.0,15.0,0.7037037037037037,6.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,102.0
328,328,"['operational', 'semantics', 'of', 'natural', 'language', 'applications']",P01-1009.17,P01-1009.18,"(P01-1009.17,P01-1009.18)",1,"['P01-1009.17', 'P01-1009.18']",False,PART_WHOLE,3,-0.002543095606102791,operational semantics,9.0,18.0,21.0,0.5555555555555556,6.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,111.0,natural language applications,11.0,18.0,29.0,0.6666666666666666,6.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,110.0
365,365,"['learning', 'algorithm', 'from', 'structured', 'data']",P01-1047.10,P01-1047.11,"(P01-1047.10,P01-1047.11)",1,"['P01-1047.10', 'P01-1047.11']",True,USAGE,1,-0.0026686401800675827,learning algorithm,21.0,30.0,18.0,0.7333333333333333,17.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,109.0,108.0,structured data,23.0,30.0,15.0,0.8,18.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,97.0,115.0
383,383,"['quality', 'of', 'utterances']",P01-1056.3,P01-1056.4,"(P01-1056.3,P01-1056.4)",1,"['P01-1056.3', 'P01-1056.4']",False,MODEL-FEATURE,2,-0.0029684476826780585,quality,16.0,26.0,7.0,0.6538461538461539,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,121.0,113.0,utterances,18.0,26.0,10.0,0.7307692307692307,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,117.0
388,388,"['trainable', 'components', 'can', 'compete', 'with', 'hand-crafted', 'template-based', 'or', 'rule-based', 'approaches']",P01-1056.5,P01-1056.6,"(P01-1056.5,P01-1056.6)",1,"['P01-1056.5', 'P01-1056.6']",False,COMPARE,4,-0.002722949239504896,trainable components,21.0,26.0,20.0,0.8461538461538461,6.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,116.0,hand-crafted template-based or rule-based approaches,25.0,26.0,52.0,1.0,6.0,6.0,2.0,6.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,104.0
389,389,"['trainable', 'sentence', 'planner', 'for', 'a', 'spoken', 'dialogue', 'system']",P01-1056.7,P01-1056.8,"(P01-1056.7,P01-1056.8)",1,"['P01-1056.7', 'P01-1056.8']",False,USAGE,1,-0.002918500373760859,trainable sentence planner,7.0,14.0,26.0,0.5714285714285714,6.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,114.0,116.0,spoken dialogue system,10.0,14.0,22.0,0.7857142857142857,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,109.0,115.0
