Unnamed: 0,Unnamed: 0.1,Instances,Entity1ID,Entity2ID,Entity Pair,LabelInput,Pairs,Reverse,detail,label_index,means,word_x,positionInSentence_x,wordsInSentence_x,wordLen_x,relativePosition_x,posTag01_x,posTag02_x,posTag03_x,posTag04_x,posTag05_x,posTag06_x,posTag07_x,posTag08_x,posTag09_x,posTag10_x,posTag11_x,posTag12_x,lastLetterInt_x,firstLetterInt_x,word_y,positionInSentence_y,wordsInSentence_y,wordLen_y,relativePosition_y,posTag01_y,posTag02_y,posTag03_y,posTag04_y,posTag05_y,posTag06_y,posTag07_y,posTag08_y,posTag09_y,posTag10_y,posTag11_y,posTag12_y,lastLetterInt_y,firstLetterInt_y
1353,1353,"['MT', 'evaluation', 'techniques', 'are', 'able', 'to', 'produce', 'useful', 'features']",I05-5003.13,I05-5003.14,"(I05-5003.13,I05-5003.14)",1,"['I05-5003.13', 'I05-5003.14']",False,RESULT,5,-0.0035930039033745275,MT evaluation techniques,4.0,19.0,24.0,0.2631578947368421,9.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,77.0,features,10.0,19.0,8.0,0.5789473684210527,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,102.0
1359,1359,"['technique', 'gives', 'a', 'substantial', 'improvement', 'in', 'paraphrase', 'classification', 'accuracy']",I05-5003.17,I05-5003.18,"(I05-5003.17,I05-5003.18)",1,"['I05-5003.17', 'I05-5003.18']",False,RESULT,5,-0.0021156257855186587,technique,1.0,18.0,9.0,0.1111111111111111,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,116.0,paraphrase classification accuracy,7.0,18.0,34.0,0.4444444444444444,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,121.0,112.0
1362,1362,"['paraphrase', 'sets', 'from', 'seed', 'sentences']",I05-5008.1,I05-5008.2,"(I05-5008.1,I05-5008.2)",1,"['I05-5008.1', 'I05-5008.2']",False,PART_WHOLE,3,-0.0023128099379196663,paraphrase,7.0,23.0,10.0,0.3478260869565217,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,112.0,seed sentences,10.0,23.0,14.0,0.4782608695652174,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,115.0
1410,1410,"['lexical', 'and', 'syntactical', 'variation', 'in', 'a', 'set', 'of', 'paraphrases']",I05-5008.14,I05-5008.15,"(I05-5008.14,I05-5008.15)",1,"['I05-5008.14', 'I05-5008.15']",False,MODEL-FEATURE,2,-0.0016030681974747605,lexical and syntactical variation,27.0,39.0,33.0,0.7179487179487181,6.0,2.0,6.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,110.0,108.0,paraphrases,32.0,39.0,11.0,0.8461538461538461,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,112.0
1415,1415,"['reference', 'sets', 'to', 'be', 'used', 'for', 'MT', 'evaluation']",I05-5008.18,I05-5008.19,"(I05-5008.18,I05-5008.19)",1,"['I05-5008.18', 'I05-5008.19']",False,USAGE,1,-0.003228793862987968,reference sets,11.0,17.0,14.0,0.7058823529411765,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,114.0,MT evaluation,16.0,17.0,13.0,1.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,110.0,77.0
1416,1416,"['annotating', 'scheme', 'that', 'encodes', 'honorifics']",I05-6011.1,I05-6011.2,"(I05-6011.1,I05-6011.2)",1,"['I05-6011.1', 'I05-6011.2']",False,MODEL-FEATURE,2,-0.0027447546922672555,annotating scheme,4.0,10.0,17.0,0.5,17.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,97.0,honorifics,7.0,10.0,10.0,0.8,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,104.0
1419,1419,"['referential', 'information', 'is', 'vital', 'for', 'resolving', 'and', 'improving', 'machine', 'translation', 'outputs']",I05-6011.6,I05-6011.8,"(I05-6011.6,I05-6011.8)",1,"['I05-6011.6', 'I05-6011.8']",False,RESULT,5,-0.0026762084947909164,referential information,1.0,10.0,23.0,0.2,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,110.0,114.0,machine translation outputs,9.0,10.0,27.0,1.0,9.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,109.0
1442,1442,"['ranks', 'to', 'referents']",I05-6011.12,I05-6011.13,"(I05-6011.12,I05-6011.13)",1,"['I05-6011.12', 'I05-6011.13']",False,MODEL-FEATURE,2,-0.0034836187816801533,ranks,14.0,29.0,5.0,0.5172413793103449,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,114.0,referents,16.0,29.0,9.0,0.5862068965517241,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,114.0
1462,1462,"['candidate', 'parses', 'for', 'each', 'input', 'sentence']",J05-1003.3,J05-1003.4,"(J05-1003.3,J05-1003.4)",1,"['J05-1003.3', 'J05-1003.4']",False,MODEL-FEATURE,2,-0.002750689282929157,candidate parses,7.0,23.0,16.0,0.3478260869565217,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,99.0,sentence,11.0,23.0,8.0,0.5217391304347826,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,115.0
1477,1477,"['features', 'of', 'the', 'tree']",J05-1003.10,J05-1003.11,"(J05-1003.10,J05-1003.11)",1,"['J05-1003.10', 'J05-1003.11']",False,MODEL-FEATURE,2,-0.004696178339948558,features,13.0,19.0,8.0,0.7368421052631579,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,102.0,tree,16.0,19.0,4.0,0.8947368421052632,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,116.0
1492,1492,"['generative', 'model', 'which', 'takes', 'these', 'features']",J05-1003.16,J05-1003.17,"(J05-1003.16,J05-1003.17)",1,"['J05-1003.16', 'J05-1003.17']",True,USAGE,1,-0.004187026831411548,generative model,39.0,46.0,16.0,0.8695652173913043,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,108.0,103.0,features,43.0,46.0,8.0,0.9565217391304348,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,102.0
1495,1495,"['boosting', 'approach', 'to', 'ranking', 'problems']",J05-1003.19,J05-1003.20,"(J05-1003.19,J05-1003.20)",1,"['J05-1003.19', 'J05-1003.20']",False,USAGE,1,-0.0020645212227443483,boosting approach,11.0,19.0,17.0,0.631578947368421,17.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,104.0,98.0,ranking problems,13.0,19.0,16.0,0.7368421052631579,17.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,114.0
1498,1498,"['parsing', 'the', 'Wall', 'Street', 'Journal', 'treebank']",J05-1003.22,J05-1003.23,"(J05-1003.22,J05-1003.23)",1,"['J05-1003.22', 'J05-1003.23']",False,USAGE,1,-0.003834166924158732,parsing,5.0,8.0,7.0,0.75,17.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,103.0,112.0,Wall Street Journal treebank,7.0,8.0,28.0,1.0,10.0,10.0,10.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,107.0,87.0
1514,1514,"['sparsity', 'of', 'the', 'feature', 'space', 'in', 'the', 'parsing', 'data']",J05-1003.34,J05-1003.35,"(J05-1003.34,J05-1003.35)",1,"['J05-1003.34', 'J05-1003.35']",False,MODEL-FEATURE,2,-0.00239564349124958,sparsity of the feature space,15.0,19.0,29.0,0.8421052631578947,9.0,5.0,4.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,115.0,parsing data,18.0,19.0,12.0,1.0,17.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,97.0,112.0
1516,1516,"['feature', 'selection', 'methods', 'within', 'log-linear', '(maximum-entropy)', 'models']",J05-1003.38,J05-1003.39,"(J05-1003.38,J05-1003.39)",1,"['J05-1003.38', 'J05-1003.39']",False,PART_WHOLE,3,-0.003257335287553293,feature selection methods,19.0,22.0,25.0,0.9090909090909092,9.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,102.0,log-linear maximum-entropy models,21.0,22.0,33.0,1.0,6.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,108.0
1534,1534,"['discovering', 'parallel', 'sentences', 'in', 'comparable,', 'non-parallel', 'corpora']",J05-4003.1,J05-4003.2,"(J05-4003.1,J05-4003.2)",1,"['J05-4003.1', 'J05-4003.2']",False,USAGE,1,-0.0026334840104435433,discovering parallel sentences,6.0,9.0,30.0,0.7777777777777778,17.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,100.0,comparable non-parallel corpora,8.0,9.0,31.0,1.0,6.0,6.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,97.0,99.0
1538,1538,"['parallel', 'data', 'from', 'large', 'Chinese,', 'Arabic,', 'and', 'English', 'non-parallel', 'newspaper', 'corpora']",J05-4003.6,J05-4003.7,"(J05-4003.6,J05-4003.7)",1,"['J05-4003.6', 'J05-4003.7']",False,PART_WHOLE,3,-0.002745541472219479,parallel data,5.0,9.0,13.0,0.6666666666666666,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,97.0,112.0,Chinese Arabic and English non-parallel newspaper corpora,8.0,9.0,57.0,1.0,6.0,10.0,2.0,6.0,6.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,97.0,67.0
1540,1540,"['MT', 'system', 'can', 'be', 'built', 'from', 'scratch', 'by', 'starting', 'with', 'a', 'very', 'small', 'parallel', 'corpus']",J05-4003.10,J05-4003.11,"(J05-4003.10,J05-4003.11)",1,"['J05-4003.10', 'J05-4003.11']",True,USAGE,1,-0.0014275828465389144,MT system,6.0,26.0,9.0,0.2692307692307692,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,109.0,77.0,parallel corpus,18.0,26.0,15.0,0.7307692307692307,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,112.0
1567,1567,"['phrase', 'translations', 'in', 'our', 'suffix', 'array-based', 'data', 'structure']",P05-1032.9,P05-1032.10,"(P05-1032.9,P05-1032.10)",1,"['P05-1032.9', 'P05-1032.10']",False,PART_WHOLE,3,-0.0018076139197630038,phrase translations,9.0,13.0,19.0,0.7692307692307693,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,112.0,suffix array-based data structure,12.0,13.0,33.0,1.0,9.0,6.0,11.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,115.0
1574,1574,"['syntactic', 'information', 'in', 'the', 'source', 'language']",P05-1034.2,P05-1034.3,"(P05-1034.2,P05-1034.3)",1,"['P05-1034.2', 'P05-1034.3']",False,MODEL-FEATURE,2,-0.002595332892483505,syntactic information,9.0,18.0,21.0,0.5555555555555556,6.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,110.0,115.0,source language,12.0,18.0,15.0,0.7222222222222222,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,115.0
1591,1591,"['source', 'dependency', 'parse', 'onto', 'the', 'target', 'sentence']",P05-1034.11,P05-1034.12,"(P05-1034.11,P05-1034.12)",1,"['P05-1034.11', 'P05-1034.12']",False,MODEL-FEATURE,2,-0.003359850202287946,source dependency parse,6.0,17.0,23.0,0.4117647058823529,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,115.0,sentence,10.0,17.0,8.0,0.6470588235294118,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,115.0
1610,1610,"['Chinese', 'word', 'sense', 'disambiguation', 'model', 'to', 'choose', 'translation', 'candidates']",P05-1048.4,P05-1048.5,"(P05-1048.4,P05-1048.5)",1,"['P05-1048.4', 'P05-1048.5']",False,USAGE,1,-0.0021954019625981644,Chinese word sense disambiguation model,3.0,25.0,39.0,0.16,6.0,9.0,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,108.0,67.0,translation candidates,6.0,25.0,22.0,0.28,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,116.0
1622,1622,"['word', 'sense', 'disambiguation', 'does', 'not', 'yield', 'significantly', 'better', 'translation', 'quality']",P05-1048.7,P05-1048.8,"(P05-1048.7,P05-1048.8)",1,"['P05-1048.7', 'P05-1048.8']",False,RESULT,5,-0.0021794076157467712,word sense disambiguation,14.0,25.0,25.0,0.6,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,110.0,119.0,translation quality,20.0,25.0,19.0,0.84,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,121.0,116.0
1628,1628,"['statistical', 'models', 'to', 'structured', 'data']",P05-1067.2,P05-1067.3,"(P05-1067.2,P05-1067.3)",1,"['P05-1067.2', 'P05-1067.3']",False,USAGE,1,-0.0015122876527174467,statistical models,4.0,7.0,18.0,0.7142857142857143,6.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,115.0,structured data,6.0,7.0,15.0,1.0,18.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,97.0,115.0
1629,1629,"['syntax-based', 'statistical', 'machine', 'translation', 'system', 'based', 'on', 'a', 'probabilistic', 'synchronous', 'dependency', 'insertion', 'grammar']",P05-1067.4,P05-1067.5,"(P05-1067.4,P05-1067.5)",1,"['P05-1067.4', 'P05-1067.5']",True,USAGE,1,-0.0013551299156909786,syntax-based statistical machine translation system,6.0,11.0,51.0,0.6363636363636364,6.0,6.0,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,109.0,115.0,probabilistic synchronous dependency insertion grammar,10.0,11.0,54.0,1.0,6.0,6.0,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,114.0,112.0
1633,1633,"['grammar', 'from', 'parallel', 'corpora']",P05-1067.9,P05-1067.10,"(P05-1067.9,P05-1067.10)",1,"['P05-1067.9', 'P05-1067.10']",False,PART_WHOLE,3,-0.0021376814161028178,grammar,9.0,12.0,7.0,0.8333333333333334,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,114.0,103.0,parallel corpora,11.0,12.0,16.0,1.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,97.0,112.0
1634,1634,"['graphical', 'model', 'for', 'the', 'machine', 'translation', 'task']",P05-1067.11,P05-1067.12,"(P05-1067.11,P05-1067.12)",1,"['P05-1067.11', 'P05-1067.12']",False,USAGE,1,-0.00273317689555032,graphical model,4.0,16.0,15.0,0.3125,6.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,108.0,103.0,machine translation task,7.0,16.0,24.0,0.5,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,107.0,109.0
1639,1639,"['baseline', 'system', 'based', 'on', 'the', 'IBM', 'models']",P05-1067.18,P05-1067.19,"(P05-1067.18,P05-1067.19)",1,"['P05-1067.18', 'P05-1067.19']",True,USAGE,1,-0.0017754573965333199,baseline system,8.0,16.0,15.0,0.5625,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,109.0,98.0,IBM models,12.0,16.0,10.0,0.8125,10.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,73.0
1644,1644,"['localized', 'phrase-based', 'prediction', 'model', 'for', 'statistical', 'machine', 'translation', '(SMT)']",P05-1069.2,P05-1069.3,"(P05-1069.2,P05-1069.3)",1,"['P05-1069.2', 'P05-1069.3']",False,USAGE,1,-0.002423423295356447,localized phrase-based prediction model,10.0,13.0,39.0,0.8461538461538461,18.0,6.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,108.0,108.0,statistical machine translation SMT,12.0,13.0,35.0,1.0,6.0,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,84.0,115.0
1650,1650,"['log-linear', 'block', 'bigram', 'model', 'which', 'uses', 'real-valued', 'features']",P05-1069.8,P05-1069.9,"(P05-1069.8,P05-1069.9)",1,"['P05-1069.8', 'P05-1069.9']",True,USAGE,1,-0.0029843262600344287,log-linear block bigram model,7.0,12.0,29.0,0.6666666666666666,6.0,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,108.0,108.0,real-valued features,10.0,12.0,20.0,0.9166666666666666,6.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,114.0
1656,1656,"['monolingual', 'parallel', 'corpora', 'to', 'extract', 'and', 'generate', 'paraphrases']",P05-1074.1,P05-1074.2,"(P05-1074.1,P05-1074.2)",1,"['P05-1074.1', 'P05-1074.2']",True,PART_WHOLE,3,-0.002814175140545163,monolingual parallel corpora,4.0,10.0,28.0,0.5,6.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,97.0,109.0,paraphrases,9.0,10.0,11.0,1.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,112.0
1672,1672,"['paraphrases', 'extracted', 'from', 'a', 'bilingual', 'parallel', 'corpus']",P05-1074.11,P05-1074.12,"(P05-1074.11,P05-1074.12)",1,"['P05-1074.11', 'P05-1074.12']",False,PART_WHOLE,3,-0.002447132091773184,paraphrases,6.0,28.0,11.0,0.25,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,112.0,bilingual parallel corpus,10.0,28.0,25.0,0.3928571428571429,6.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,98.0
